CarCompany,AccidentArea,OwnerGender,OwnerAge,Fault,CarCategory,CarPrice,IsFraud,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,BasePolicy,IsAddressChanged,PastNumberOfClaims
Pontiac,Urban,Male,22,Policy Holder,Sedan,16062,1,No,No,External,0,All Perils,No,3
Pontiac,Urban,Male,55,Policy Holder,Sedan,32260,1,No,No,External,6,Collision,No,3
Pontiac,Urban,Male,33,Policy Holder,Sedan,38487,1,No,No,External,0,Collision,No,1
Toyota,Urban,Male,60,Policy Holder,Sedan,17283,1,No,No,External,7,All Perils,No,1
Toyota,Urban,Male,32,Policy Holder,Sedan,27271,1,No,No,External,1,Collision,No,1
Pontiac,Rural,Male,53,Policy Holder,Sedan,19294,1,No,No,External,0,All Perils,No,1
Honda,Urban,Male,30,Policy Holder,Sedan,35324,1,No,No,External,7,Collision,No,4
Mazda,Urban,Female,31,Policy Holder,Sedan,24293,1,No,No,External,6,Collision,No,4
Honda,Urban,Male,46,Policy Holder,Sedan,22482,1,No,No,External,4,Collision,No,1
Toyota,Urban,Male,31,Policy Holder,Sedan,26749,1,No,No,External,4,Collision,No,1
Toyota,Rural,Male,33,Policy Holder,Sedan,27093,1,No,No,External,0,All Perils,No,0
Toyota,Urban,Male,28,Policy Holder,Sedan,19722,1,No,No,External,0,All Perils,No,1
Toyota,Urban,Male,39,Policy Holder,Sedan,20149,1,No,No,External,0,Collision,No,0
Pontiac,Urban,Male,43,Policy Holder,Sedan,50717,1,No,No,External,6,Collision,No,4
Mazda,Urban,Male,28,Policy Holder,Sedan,36693,1,No,No,External,0,All Perils,No,2
Pontiac,Rural,Female,34,Policy Holder,Sedan,34094,1,No,No,External,2,Collision,No,4
Toyota,Urban,Male,33,Policy Holder,Sedan,24812,1,No,No,External,5,All Perils,No,1
Toyota,Rural,Female,41,Policy Holder,Sedan,12429,1,No,No,External,3,All Perils,No,4
Toyota,Urban,Male,31,Policy Holder,Sedan,16160,1,No,No,External,5,Collision,No,0
Toyota,Urban,Female,32,Policy Holder,Sedan,17736,1,No,No,External,2,All Perils,No,2
Toyota,Rural,Male,48,Policy Holder,Sedan,27314,1,No,No,External,0,Collision,No,0
Mazda,Urban,Male,40,Policy Holder,Sedan,33845,1,No,No,External,2,Collision,No,0
Honda,Urban,Male,58,Policy Holder,Sedan,22421,1,No,No,External,0,Collision,No,0
Toyota,Urban,Male,32,Policy Holder,Sedan,22817,1,No,No,External,1,Collision,No,1
Toyota,Urban,Male,53,Policy Holder,Sport,28640,1,No,No,External,1,Liability,No,4
Honda,Rural,Male,35,Policy Holder,Sedan,27144,1,No,No,External,5,All Perils,No,0
Chevrolet,Urban,Female,26,Policy Holder,Sedan,27711,1,No,No,External,7,Collision,No,4
Mazda,Urban,Female,51,Policy Holder,Sedan,18862,1,No,No,External,5,All Perils,No,3
Honda,Urban,Male,46,Policy Holder,Sedan,21185,1,No,No,External,6,Collision,No,0
Mazda,Rural,Male,46,Policy Holder,Sedan,37010,1,No,No,External,0,Collision,No,0
VW,Urban,Female,40,Policy Holder,Sedan,25991,1,No,No,External,0,All Perils,Yes,0
Honda,Urban,Male,41,Policy Holder,Sedan,30641,1,No,No,External,0,Collision,No,4
Ford,Urban,Male,26,Policy Holder,Sport,27930,1,No,No,External,0,Liability,No,2
Pontiac,Urban,Male,26,Policy Holder,Sedan,22493,1,No,No,External,2,All Perils,No,4
Toyota,Urban,Male,44,Policy Holder,Sedan,23384,1,No,No,External,6,All Perils,No,1
Honda,Urban,Male,46,Policy Holder,Sedan,24434,1,No,No,External,5,Collision,No,1
Toyota,Urban,Male,33,Policy Holder,Sedan,25025,1,No,No,External,5,All Perils,No,1
Honda,Urban,Male,37,Policy Holder,Sedan,26278,1,No,No,External,0,All Perils,No,0
Toyota,Urban,Male,27,Policy Holder,Sedan,24212,1,No,No,External,1,Collision,No,1
Accura,Urban,Male,72,Policy Holder,Sedan,23927,1,No,No,External,0,All Perils,No,0
Mazda,Urban,Male,41,Policy Holder,Sedan,28402,1,No,No,External,0,All Perils,No,1
Pontiac,Urban,Male,52,Policy Holder,Sedan,15607,1,No,No,External,6,All Perils,No,0
Honda,Urban,Male,32,Policy Holder,Sedan,27184,1,No,No,External,0,Collision,No,2
Honda,Urban,Male,47,Policy Holder,Sedan,27242,1,No,No,External,6,Collision,No,3
Mazda,Urban,Male,26,Policy Holder,Sport,36825,1,No,No,External,0,Liability,No,2
Pontiac,Urban,Female,32,Policy Holder,Sport,28897,1,No,No,External,0,Liability,No,1
Toyota,Rural,Male,35,Policy Holder,Sedan,25825,1,No,No,External,0,Collision,No,1
Honda,Urban,Male,29,Policy Holder,Sedan,25880,1,No,No,External,3,Collision,No,1
Pontiac,Urban,Male,48,Policy Holder,Sedan,23824,1,No,No,External,0,Collision,No,0
Chevrolet,Urban,Male,39,Policy Holder,Sedan,34098,1,No,No,External,7,Collision,No,3
Toyota,Urban,Male,43,Policy Holder,Sedan,28231,1,No,No,External,7,Collision,No,3
Chevrolet,Urban,Female,49,Policy Holder,Sedan,25468,1,No,No,External,3,Collision,No,2
Toyota,Urban,Male,54,Policy Holder,Sedan,23943,1,No,No,External,5,Collision,No,1
Pontiac,Urban,Male,48,Policy Holder,Sedan,24091,1,No,No,External,0,Collision,No,0
Pontiac,Urban,Male,39,Policy Holder,Sedan,27903,1,No,No,External,0,All Perils,No,0
Pontiac,Urban,Male,44,Policy Holder,Sedan,15687,1,No,No,External,1,All Perils,No,2
Mazda,Rural,Male,35,Policy Holder,Sedan,28855,1,No,No,External,0,Collision,No,0
Honda,Urban,Male,33,Policy Holder,Sedan,24797,1,No,No,External,2,All Perils,No,1
Honda,Urban,Male,35,Policy Holder,Sedan,24956,1,No,No,External,4,All Perils,No,0
Chevrolet,Urban,Male,35,Policy Holder,Sedan,20442,1,No,No,External,0,All Perils,No,4
Toyota,Urban,Female,32,Policy Holder,Sedan,10018,1,No,No,External,1,All Perils,No,2
Honda,Urban,Female,54,Policy Holder,Sedan,26638,1,No,No,External,6,Collision,No,2
Toyota,Rural,Male,48,Policy Holder,Sedan,28183,1,No,No,External,0,Collision,No,0
Pontiac,Urban,Male,39,Policy Holder,Sedan,23372,1,No,No,External,2,All Perils,No,1
Mazda,Rural,Male,46,Policy Holder,Sedan,13443,1,No,No,External,6,All Perils,No,2
Chevrolet,Urban,Male,31,Policy Holder,Sedan,22141,1,No,No,External,0,Collision,No,6
Saab,Urban,Male,34,Policy Holder,Sedan,35946,1,No,No,External,6,All Perils,No,3
Pontiac,Urban,Male,22,Policy Holder,Sedan,31622,1,Yes,Yes,External,2,Collision,No,1
Honda,Rural,Male,28,Policy Holder,Sedan,26205,1,No,No,External,0,Collision,No,2
Honda,Urban,Male,47,Policy Holder,Sedan,35068,1,No,No,External,0,Collision,No,4
Pontiac,Urban,Male,31,Policy Holder,Sedan,34306,1,No,No,External,1,Collision,No,2
Mazda,Urban,Male,23,Policy Holder,Sedan,19318,1,No,No,External,7,All Perils,No,1
Chevrolet,Urban,Male,39,Policy Holder,Sport,34231,1,No,No,External,0,Liability,No,5
Toyota,Urban,Male,38,Policy Holder,Sedan,21387,1,No,No,External,2,All Perils,No,1
Pontiac,Urban,Male,32,Policy Holder,Sedan,38836,1,No,No,External,4,All Perils,No,0
Toyota,Rural,Male,27,Policy Holder,Sedan,23238,1,No,No,External,0,All Perils,No,0
Toyota,Rural,Female,28,Policy Holder,Sedan,18608,1,No,No,External,0,All Perils,No,1
Chevrolet,Urban,Male,32,Policy Holder,Sedan,25852,1,No,No,External,6,Collision,No,1
Chevrolet,Urban,Male,28,Policy Holder,Sedan,21490,1,No,No,External,0,All Perils,No,0
Pontiac,Urban,Male,27,Policy Holder,Sedan,28983,1,No,No,External,3,Collision,No,2
Pontiac,Urban,Male,66,Policy Holder,Sedan,19786,1,No,No,External,5,All Perils,No,1
Mazda,Urban,Male,42,Policy Holder,Sedan,22573,1,No,No,External,6,Collision,No,3
Mazda,Rural,Male,29,Policy Holder,Sedan,26721,1,No,No,External,0,Collision,No,1
Pontiac,Urban,Male,31,Policy Holder,Sedan,31004,1,No,No,External,2,Collision,No,3
Ford,Rural,Male,34,Policy Holder,Sedan,27020,1,No,No,External,0,Collision,No,3
Honda,Urban,Male,30,Policy Holder,Sedan,19854,1,No,No,External,0,All Perils,No,0
Pontiac,Rural,Male,34,Policy Holder,Sedan,30079,1,No,No,External,0,All Perils,No,0
Chevrolet,Rural,Male,42,Policy Holder,Sport,33690,1,No,No,External,0,Liability,No,2
Toyota,Urban,Female,34,Policy Holder,Sedan,26880,1,No,No,External,7,Collision,No,0
Honda,Urban,Male,36,Policy Holder,Sedan,21400,1,No,No,External,1,All Perils,No,1
Pontiac,Urban,Male,28,Policy Holder,Sedan,20038,1,No,No,External,0,Collision,No,1
Mazda,Urban,Male,64,Policy Holder,Sedan,30716,1,No,No,External,0,Collision,No,6
Toyota,Urban,Male,21,Policy Holder,Sedan,22855,1,No,No,External,1,Collision,No,0
Mazda,Urban,Male,39,Policy Holder,Sedan,21149,1,No,No,External,2,Collision,No,1
Pontiac,Urban,Male,22,Policy Holder,Sedan,13943,1,No,No,External,0,All Perils,No,3
Mazda,Urban,Male,54,Policy Holder,Sedan,31929,1,No,No,External,0,Collision,Yes,4
Mazda,Urban,Female,43,Policy Holder,Sedan,24168,1,No,No,External,0,Collision,No,0
Chevrolet,Urban,Male,35,Policy Holder,Sedan,28846,1,No,No,External,0,Collision,No,1
Toyota,Urban,Male,37,Policy Holder,Sport,24067,1,No,No,External,2,Liability,No,4
Honda,Urban,Male,30,Policy Holder,Sedan,28952,1,No,No,External,4,Collision,No,0
Accura,Rural,Male,72,Policy Holder,Sedan,20759,1,No,No,External,7,All Perils,No,0
Toyota,Urban,Male,27,Policy Holder,Sedan,28873,1,No,No,External,0,All Perils,No,0
Honda,Urban,Male,31,Policy Holder,Sedan,33215,1,No,No,External,0,All Perils,No,0
Pontiac,Urban,Male,39,Policy Holder,Sedan,27763,1,No,No,External,0,All Perils,No,0
Honda,Urban,Male,35,Policy Holder,Sedan,17765,1,No,No,External,0,All Perils,No,0
Mazda,Urban,Female,51,Policy Holder,Sedan,13859,1,No,No,External,5,All Perils,No,4
Honda,Urban,Female,54,Policy Holder,Sedan,21548,1,No,No,External,6,Collision,No,4
Chevrolet,Urban,Male,32,Policy Holder,Sedan,28072,1,No,No,External,7,Collision,No,1
Toyota,Urban,Male,31,Policy Holder,Sedan,24685,1,No,No,External,0,All Perils,No,0
Chevrolet,Urban,Female,49,Policy Holder,Sedan,23657,1,No,No,External,3,Collision,No,3
Toyota,Urban,Male,32,Policy Holder,Sedan,37949,1,No,No,External,0,Collision,No,4
Toyota,Urban,Male,41,Policy Holder,Sedan,13008,1,No,No,External,3,All Perils,No,1
Pontiac,Urban,Male,44,Policy Holder,Sedan,20393,1,No,No,External,3,Collision,No,4
Toyota,Rural,Male,33,Policy Holder,Sedan,23578,1,No,No,External,0,All Perils,No,0
Toyota,Urban,Male,43,Policy Holder,Sedan,24751,1,No,No,External,7,Collision,No,2
Pontiac,Urban,Male,36,Policy Holder,Sedan,15764,1,No,No,External,5,All Perils,No,1
Pontiac,Urban,Male,34,Policy Holder,Sedan,28131,1,No,No,External,0,All Perils,No,0
Pontiac,Urban,Male,32,Policy Holder,Sedan,11694,1,No,No,External,6,Collision,No,5
Mazda,Urban,Female,30,Policy Holder,Sedan,25519,1,No,No,External,2,Collision,No,0
Mercury,Urban,Male,36,Policy Holder,Sedan,28313,1,No,No,External,7,All Perils,No,1
Toyota,Rural,Male,36,Policy Holder,Sedan,38903,1,No,No,External,2,Collision,No,4
Pontiac,Urban,Male,55,Policy Holder,Sedan,38369,1,No,No,External,7,Collision,No,4
Toyota,Urban,Male,29,Policy Holder,Sport,20442,1,No,No,External,0,Liability,No,0
Mazda,Urban,Male,36,Policy Holder,Sedan,37537,1,No,No,External,0,Collision,No,1
Pontiac,Urban,Male,64,Policy Holder,Sedan,22098,1,No,No,External,0,All Perils,No,1
Mazda,Rural,Male,33,Policy Holder,Sedan,20376,1,No,No,External,0,All Perils,No,1
Toyota,Urban,Male,32,Policy Holder,Sedan,22787,1,No,No,External,1,Collision,No,3
Mazda,Urban,Male,26,Policy Holder,Sedan,27354,1,No,No,External,2,Collision,No,2
Pontiac,Rural,Male,41,Policy Holder,Sedan,25733,1,No,No,External,3,Collision,No,1
Mazda,Urban,Male,28,Policy Holder,Sedan,20857,1,No,No,External,2,All Perils,No,2
Toyota,Urban,Male,41,Policy Holder,Sedan,27261,1,No,No,External,0,Collision,No,4
Toyota,Urban,Male,35,Policy Holder,Sedan,21812,1,No,No,External,0,All Perils,No,0
Mazda,Rural,Female,43,Policy Holder,Sedan,35493,1,No,No,External,0,Collision,No,1
Mazda,Rural,Male,41,Policy Holder,Sedan,21576,1,No,No,External,1,All Perils,No,2
Toyota,Urban,Male,21,Policy Holder,Sedan,25156,1,No,No,External,2,Collision,No,0
Pontiac,Urban,Male,50,Policy Holder,Sedan,27037,1,No,No,External,5,All Perils,No,0
Pontiac,Urban,Male,38,Policy Holder,Sedan,23054,1,No,No,External,0,All Perils,No,0
Toyota,Urban,Female,45,Policy Holder,Sedan,17485,1,No,No,External,0,All Perils,No,1
Pontiac,Urban,Male,26,Policy Holder,Sedan,22297,1,No,No,External,1,All Perils,No,3
Mazda,Rural,Male,36,Policy Holder,Sedan,27111,1,No,No,External,0,Collision,No,0
Mazda,Urban,Male,28,Policy Holder,Sedan,24583,1,No,No,External,1,Collision,No,0
Ford,Urban,Male,32,Policy Holder,Sedan,23021,1,No,No,External,6,Collision,No,1
Toyota,Urban,Female,24,Policy Holder,Sedan,25768,1,No,No,External,0,Collision,No,1
Honda,Urban,Male,36,Policy Holder,Sedan,22976,1,No,No,External,1,All Perils,No,1
Toyota,Urban,Female,32,Policy Holder,Sedan,25549,1,No,No,External,7,All Perils,No,1
Accura,Urban,Male,33,Policy Holder,Sedan,37941,1,No,No,External,0,Collision,No,0
Pontiac,Urban,Male,26,Policy Holder,Sedan,28521,1,Yes,No,External,2,Collision,No,2
Honda,Urban,Male,47,Policy Holder,Sedan,24404,1,No,No,External,7,Collision,No,3
Pontiac,Urban,Male,22,Policy Holder,Sedan,10713,1,Yes,No,External,7,All Perils,No,4
Chevrolet,Urban,Male,44,Policy Holder,Sedan,33844,1,No,No,External,2,All Perils,No,4
Pontiac,Urban,Male,29,Policy Holder,Sedan,20415,1,No,No,External,0,All Perils,No,0
Toyota,Urban,Male,35,Policy Holder,Sedan,20760,1,No,No,External,0,All Perils,No,0
Toyota,Urban,Male,46,Policy Holder,Sedan,24845,1,No,No,External,3,Collision,No,5
Mazda,Urban,Male,35,Policy Holder,Sedan,24013,1,No,No,External,0,All Perils,No,4
Toyota,Urban,Male,27,Policy Holder,Sedan,23889,1,No,No,External,7,All Perils,No,4
Pontiac,Urban,Female,28,Policy Holder,Sport,36938,1,No,No,External,6,Liability,No,6
Saturn,Urban,Male,30,Policy Holder,Sedan,25090,1,No,No,External,0,All Perils,No,2
Chevrolet,Urban,Male,60,Policy Holder,Sedan,21047,1,No,No,External,4,Collision,No,4
Chevrolet,Urban,Male,30,Policy Holder,Sedan,26523,1,No,No,External,6,All Perils,No,1
Honda,Urban,Male,36,Policy Holder,Sedan,23446,1,No,No,External,2,All Perils,No,1
Pontiac,Urban,Male,32,Policy Holder,Sport,33194,1,No,No,External,0,Liability,No,0
Toyota,Urban,Female,45,Policy Holder,Sedan,15921,1,No,No,External,1,All Perils,No,0
Mercury,Urban,Male,36,Policy Holder,Sedan,20999,1,No,No,External,6,All Perils,No,1
Mazda,Rural,Male,41,Policy Holder,Sedan,27120,1,No,No,External,1,All Perils,No,2
Honda,Urban,Male,46,Policy Holder,Sedan,21092,1,No,No,External,4,Collision,No,1
Pontiac,Urban,Male,24,Policy Holder,Sedan,20425,1,No,No,External,0,Collision,No,0
Mazda,Urban,Male,25,Policy Holder,Sedan,22861,1,No,No,External,0,Collision,No,0
Honda,Urban,Male,29,Policy Holder,Sedan,25985,1,No,No,External,3,Collision,No,1
Toyota,Urban,Male,35,Policy Holder,Sedan,20333,1,No,No,External,0,Collision,No,0
Toyota,Urban,Male,31,Policy Holder,Sedan,22663,1,No,No,External,0,Collision,No,5
Toyota,Urban,Male,37,Policy Holder,Sport,20978,1,No,No,External,1,Liability,No,4
Toyota,Urban,Male,27,Policy Holder,Sedan,24557,1,No,No,External,2,Collision,No,0
Toyota,Urban,Male,39,Policy Holder,Sedan,27221,1,No,No,External,0,Collision,No,0
Chevrolet,Urban,Male,38,Policy Holder,Sedan,33950,1,No,No,External,0,Collision,No,1
Toyota,Urban,Male,40,Policy Holder,Sedan,22312,1,No,No,External,0,All Perils,No,0
Toyota,Rural,Female,41,Policy Holder,Sedan,15156,1,No,No,External,5,All Perils,No,2
Ford,Rural,Male,67,Policy Holder,Sedan,43369,1,No,No,External,1,Collision,No,3
Mazda,Urban,Male,36,Policy Holder,Sedan,33029,1,No,No,External,0,Collision,No,1
Honda,Urban,Male,35,Policy Holder,Sedan,32829,1,No,No,External,2,All Perils,No,0
Toyota,Urban,Male,28,Policy Holder,Sedan,19937,1,No,No,External,5,Collision,No,3
Toyota,Urban,Male,31,Policy Holder,Sedan,22226,1,No,No,External,3,Collision,No,1
Honda,Urban,Male,42,Policy Holder,Sedan,34064,1,No,No,External,0,Collision,No,2
Toyota,Urban,Male,54,Policy Holder,Sedan,30053,1,No,No,External,0,All Perils,No,1
Toyota,Urban,Male,35,Policy Holder,Sedan,25500,1,No,No,External,0,All Perils,No,0
Pontiac,Urban,Male,22,Policy Holder,Sedan,32020,1,Yes,Yes,External,1,Collision,No,1
Pontiac,Urban,Male,44,Policy Holder,Sedan,12117,1,No,No,External,1,All Perils,No,4
Toyota,Urban,Male,48,Policy Holder,Sedan,24644,1,No,No,External,0,Collision,No,0
Mazda,Urban,Male,43,Policy Holder,Sedan,26235,1,Yes,No,External,0,Collision,No,3
Toyota,Urban,Male,28,Policy Holder,Sedan,20079,1,No,No,External,6,All Perils,No,5
Toyota,Urban,Male,51,Policy Holder,Sedan,25808,1,No,No,External,0,Collision,No,0
Honda,Urban,Male,26,Policy Holder,Sedan,24462,1,No,No,External,6,Collision,No,0
Chevrolet,Urban,Male,35,Policy Holder,Sedan,28871,1,No,No,External,0,All Perils,No,4
Pontiac,Urban,Male,26,Policy Holder,Sedan,21699,1,No,No,External,6,All Perils,No,0
Toyota,Rural,Male,30,Policy Holder,Sedan,25314,1,No,No,External,0,Collision,No,0
Pontiac,Urban,Male,33,Policy Holder,Sedan,30273,1,No,No,External,0,Collision,No,3
Pontiac,Urban,Male,37,Policy Holder,Sedan,17567,1,No,No,External,6,All Perils,No,4
Toyota,Rural,Female,28,Policy Holder,Sedan,10221,1,No,No,External,0,All Perils,No,1
Mazda,Urban,Female,44,Policy Holder,Sedan,28917,1,No,No,External,1,All Perils,No,0
Saturn,Urban,Male,30,Policy Holder,Sedan,25049,1,No,No,External,0,All Perils,No,4
Pontiac,Urban,Male,26,Policy Holder,Sedan,24326,1,No,No,External,2,All Perils,No,4
Toyota,Urban,Female,45,Policy Holder,Sedan,18381,1,No,No,External,0,All Perils,No,1
Pontiac,Urban,Male,22,Policy Holder,Sedan,18697,1,No,No,External,0,All Perils,No,2
Accura,Urban,Male,38,Policy Holder,Sedan,38757,1,No,No,External,0,All Perils,No,4
Chevrolet,Urban,Male,30,Policy Holder,Sedan,25665,1,No,No,External,0,Collision,No,0
Chevrolet,Urban,Male,35,Policy Holder,Sedan,26249,1,No,No,External,0,All Perils,No,3
BMW,Urban,Female,44,Policy Holder,Sedan,21906,1,No,No,External,4,All Perils,No,3
Pontiac,Urban,Male,49,Policy Holder,Sedan,25034,1,No,No,External,0,All Perils,No,1
Toyota,Urban,Female,30,Policy Holder,Sedan,25431,1,No,No,External,0,All Perils,No,1
Mazda,Urban,Male,35,Policy Holder,Sedan,23150,1,No,No,External,0,Collision,No,0
Mazda,Urban,Male,28,Policy Holder,Sedan,23772,1,No,No,External,6,All Perils,No,1
Pontiac,Urban,Male,36,Policy Holder,Sedan,17988,1,No,No,External,4,All Perils,No,1
Ford,Urban,Male,30,Policy Holder,Sedan,54976,1,No,No,External,6,Collision,No,4
Honda,Urban,Male,29,Policy Holder,Sedan,24654,1,No,No,External,3,Collision,No,1
Pontiac,Urban,Female,33,Policy Holder,Sedan,26504,1,No,No,External,2,Collision,No,6
Pontiac,Rural,Male,30,Policy Holder,Sedan,38723,1,No,No,External,0,Collision,No,2
Pontiac,Rural,Female,42,Policy Holder,Sedan,10715,1,No,No,External,0,All Perils,No,0
Nisson,Rural,Male,24,Policy Holder,Sedan,38459,1,No,No,External,7,Collision,No,3
Chevrolet,Urban,Male,57,Policy Holder,Sedan,30842,1,No,No,External,0,All Perils,No,3
Toyota,Urban,Female,48,Policy Holder,Sedan,17436,1,No,No,External,0,All Perils,No,0
Saab,Urban,Male,39,Policy Holder,Sedan,21671,1,No,No,External,0,Collision,No,0
Chevrolet,Urban,Male,29,Policy Holder,Sedan,30904,1,No,No,External,0,All Perils,No,5
Mazda,Urban,Male,30,Policy Holder,Sedan,19787,1,No,No,External,0,All Perils,No,2
Toyota,Urban,Male,38,Policy Holder,Sedan,21130,1,No,No,External,1,All Perils,No,1
Pontiac,Rural,Male,35,Policy Holder,Sedan,23470,1,No,No,External,1,All Perils,No,2
Toyota,Urban,Male,51,Policy Holder,Sedan,24422,1,No,No,External,0,Collision,No,0
Toyota,Urban,Male,46,Policy Holder,Sedan,22575,1,No,No,External,4,Collision,No,5
Honda,Urban,Male,44,Policy Holder,Sedan,34836,1,No,No,External,0,All Perils,No,1
Pontiac,Urban,Female,26,Policy Holder,Sedan,25293,1,No,No,External,0,All Perils,No,4
Pontiac,Urban,Male,58,Policy Holder,Sedan,26476,1,No,No,External,7,All Perils,No,3
Honda,Urban,Male,30,Policy Holder,Sedan,36540,1,No,No,External,6,Collision,No,4
Pontiac,Rural,Male,48,Policy Holder,Sedan,13641,1,No,No,External,0,All Perils,No,4
Pontiac,Urban,Male,22,Policy Holder,Sedan,33075,1,Yes,Yes,External,1,Collision,No,1
Mazda,Urban,Female,31,Policy Holder,Sedan,28799,1,No,No,External,6,Collision,No,2
Toyota,Urban,Female,32,Policy Holder,Sedan,10571,1,No,No,External,1,All Perils,No,4
Mazda,Urban,Male,35,Policy Holder,Sedan,21298,1,No,No,External,5,All Perils,No,1
Chevrolet,Urban,Male,33,Policy Holder,Sedan,26717,1,No,No,External,0,Collision,No,0
Chevrolet,Urban,Male,40,Policy Holder,Sedan,32924,1,No,Yes,External,1,All Perils,No,4
Toyota,Urban,Male,58,Policy Holder,Sedan,12119,1,No,No,External,7,All Perils,No,0
Pontiac,Rural,Male,30,Policy Holder,Sedan,38572,1,No,No,External,0,Collision,No,1
Mazda,Urban,Male,60,Policy Holder,Sedan,21378,1,No,No,External,0,Collision,No,1
Honda,Urban,Male,53,Policy Holder,Sedan,35775,1,No,No,External,0,Collision,No,0
Mazda,Urban,Male,57,Policy Holder,Sedan,24672,1,No,No,External,0,Collision,No,4
Mazda,Urban,Female,38,Policy Holder,Sedan,28384,1,No,No,External,0,Collision,No,1
Toyota,Urban,Male,21,Policy Holder,Sedan,27735,1,No,No,External,2,Collision,No,0
Mazda,Urban,Male,43,Policy Holder,Sedan,22257,1,No,No,External,0,All Perils,No,2
Mazda,Urban,Male,42,Policy Holder,Sedan,23679,1,No,No,External,7,Collision,No,4
Honda,Urban,Male,46,Policy Holder,Sedan,21912,1,No,No,External,1,Collision,No,1
Toyota,Urban,Male,35,Policy Holder,Sedan,27276,1,No,No,External,0,All Perils,No,0
Pontiac,Urban,Male,31,Policy Holder,Sedan,13671,1,No,No,External,0,All Perils,No,1
Pontiac,Rural,Female,34,Policy Holder,Sedan,31558,1,No,No,External,1,Collision,No,3
Honda,Urban,Male,30,Policy Holder,Sedan,37234,1,No,No,External,7,Collision,No,2
Ford,Urban,Male,38,Policy Holder,Sedan,17939,1,No,No,External,0,All Perils,No,0
Accura,Urban,Male,24,Policy Holder,Sport,38604,1,No,No,External,2,Liability,No,2
Pontiac,Urban,Male,57,Policy Holder,Sedan,31289,1,No,No,External,4,Collision,No,6
Mazda,Urban,Male,43,Policy Holder,Sedan,24315,1,No,No,External,0,All Perils,No,4
Pontiac,Urban,Male,31,Policy Holder,Sedan,13047,1,No,No,External,0,All Perils,No,1
Pontiac,Urban,Male,37,Policy Holder,Sedan,18033,1,No,No,External,7,All Perils,No,2
Mazda,Urban,Male,37,Policy Holder,Sedan,37149,1,No,No,External,0,Collision,No,0
Toyota,Urban,Male,29,Policy Holder,Sedan,25120,1,No,No,External,7,All Perils,No,1
Honda,Urban,Male,35,Policy Holder,Sedan,25215,1,No,No,External,2,Collision,No,2
